ID_CONVOCATORIA,NME_CONVOCATORIA,ANO_CONVO,ID_PRODUCTO_PD,NME_CLASE_PD,NME_TIPO_MEDICION_PD,NME_TIPOLOGIA_PD,ID_TIPO_PD_MED,NME_CATEGORIA_PD,FCREACION_PD,NME_PRODUCTO_PD,COD_GRUPO_GR,NME_GRUPO_GR,ID_PERSONA_PD,year
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000377848-27,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/03/2014,"Asociación entre el estrés, el riesgo de depresión y el rendimiento académico en estudiantes de los primeros semestres de un programa colombiano de medicina",COL0067399,GRUPO DE INVESTIGACIÓN EN CIENCIAS Y EDUCACIÓN EN SALUD,0000377848,2014
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000755460-56,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_C,Artículos de investigación Con Calidad C,01/01/2017,"Mujer rural y construcción de paz: temas, problemas y desafíos",COL0020517,"Trabajo social, equidad y justicia social",0000755460,2017
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000667110-102,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,01/08/2016,Validation of the family needs assessment scale for Colombian families with children with intellectual disability,COL0052074,Familia y Sociedad,0000667110,2016
17.0,Convocatoria 693 de 2014,01/01/2014,ART-0001500001-9,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/01/2011,Avaliação do teor de retinol em leite UHT suplementado em conformidade com a rotulagem,COL0000999,Biología de Nutrientes,0001500001,2011
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0001232010-14,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,01/01/2014,Power and Photon budget of a Remote Phosphor LED Module,COL0005762,GRISEC,0000000000,2014
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0001336083-4,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,03/01/2013,The Politicization of Knowledge Claims: The Laffer Curve in the U.S. Congress.,COL0011929,Historia y Empresariado,0000000000,2013
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0001246313-23,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,06/01/2016,Los procesos de integración económica y su incidencia en la relación regímenes de propiedad intelectual-biodiversidad,COL0121592,GINVER,0001246313,2016
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0001180258-6,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/12/2014,La educación no formal contextualizada: huellas de su desarrollo y transformación en Cúcuta.,COL0021757,"EDUCACIÓN, CIENCIAS SOCIALES Y HUMANAS",0001180258,2014
17.0,Convocatoria 693 de 2014,01/01/2014,ART-0000251232-327,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,01/01/2008,APA Dictionary of Psychology,COL0039929,E. C. Estudios en Ciencias del Comportamiento,0000251232,2008
17.0,Convocatoria 693 de 2014,01/01/2014,ART-0000112143-31211,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,01/01/2008,Gametocitemia en malaria por Plasmodium falciparum tratada con amodiaquina o artesunato,COL0007524,Grupo Malaria,0000112143,2008
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0001454173-2,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,01/06/2012,Efecto de recubrimientos comestibles de quitosano y aceites esenciales en la calidad microbiológica de mango (Mangifera indica L.) mínimamente procesado,COL0000677,Aseguramiento de la calidad de alimentos y desarrollo de nuevos productos,0001454173,2012
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000474681-119,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,11/01/2015,Análisis y caracterización fisicoquímica de la especie Hevea Brasiliensis,COL0167018,GRUPO DE INVESTIGACIÓN EN CIENCIAS AMBIENTALES,0000474681,2015
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000449989-44,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_C,Artículos de investigación Con Calidad C,02/01/2015,"Seroprevalencia de Rickettsia sp. en indígenas Wayuü de la Guajira y Kankuamos del Cesar, Colombia",COL0012097,Instituto de Investigaciones Biológicas del Tropico,0000449989,2015
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000465747-84,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,01/01/2016,Learning to mediate: Teacher appropriation of dynamic assessment,COL0068056,Sociedad Imaginarios Comunicación SIC,0000465747,2016
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0001372624-10,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,09/01/2016,Molecular Diagnosis of Chagas Disease in Colombia: Parasitic Loads and Discrete Typing Units in Patients from Acute and Chronic Phases.,COL0010806,Grupo de Parasitología,0001372624,2016
16.0,Convocatoria 640 de 2013,01/01/2013,ART-0000681814-16,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,01/01/2009,Forest structure and plant diversity in maritime pine (Pinus pinaster Ait.) stands in central Spain,COL0048349,Grupo de Investigación en Ecología y Silvicultura de especies forestales tropicales,0000681814,2009
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0001392669-13,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_C,Artículos de investigación Con Calidad C,06/01/2012,Confidence sets for asset correlations in portfolio credit risk,COL0011278,Grupo de investigaciones. Facultad de Economía. Universidad del Rosario,0001392669,2012
16.0,Convocatoria 640 de 2013,01/01/2013,ART-0000214531-403,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,01/08/2011,Economic development and growth in Colombia: An Empirical Analysis with Super-efficiency DEA and Panel Data Models,COL0018769,"Violencia, Instituciones y Desarrollo Económico",0000214531,2011
16.0,Convocatoria 640 de 2013,01/01/2013,ART-0000543578-88,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,01/08/2010,Evaluación de las conductas de salud en jóvenes universitarios,COL0046021,Calidad de Vida y Salud Pública,0000543578,2010
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000266760-317,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,06/01/2016,"EFECTO DEL HIDROXIDO DE CALCIO SOBRE LA BROTACIÒN, EL TIZÓN TARDÍO Y EL RENDIMIENTO EN PAPA CRIOLLA",COL0103988,Producción Agropecuaria - GIPPA,0000266760,2016
16.0,Convocatoria 640 de 2013,01/01/2013,ART-0000292885-20,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_C,Artículos de investigación Con Calidad C,01/01/2012,"The prevalence of and factors associated with C. trachomatis, N. gonorrheae, t. vaginalis, C. albicans infection, syphilis, HIV and bacterial vaginosis in females suffering lower genital tract infection symptoms in three healthcare attention sites in Bogotá, Colombia",COL0015839,SALUD SEXUAL Y REPRODUCTIVA,0000292885,2012
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0001572334-36,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,01/05/2014,A Langevin Canonical Approach to the Dynamics of Chiral Systems: Thermal Averages and Heat Capacity,COL0010664,Grupo de Fisica Teorica,0001572334,2014
17.0,Convocatoria 693 de 2014,01/01/2014,ART-0000169919-105,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_C,Artículos de investigación Con Calidad C,06/01/2010,Con bastones de mando o en el tarjetón Movilizaciones políticas indígenas en Colombia,COL0058452,"Política contestataria, producción de sujetos políticos y construcción de ciudadanía",0000169919,2010
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000020524-92,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,08/01/2015,A Comparative DFT and DFT+U Study on Magnetism in Nickel-Doped Wurtzite AlN,COL0025389,Grupo de Investigación en Física Aplicada,0000020524,2015
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000162191-43,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_C,Artículos de investigación Con Calidad C,12/01/2010,Evaluación del Impacto Ambiental de uniones roscadas en bronce mediante Análisis de Ciclo de Vida (ACV) de productos,COL0011839,Ciencia e Ingeniería del agua y el ambiente,0000162191,2010
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0000170011-48,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,01/01/2011,Weak Equilibrium in a Spatial Model,COL0017217,"Álgebra, Teoría de Números y Aplicaciones: ERM",0000170011,2011
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0001355859-55,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_C,Artículos de investigación Con Calidad C,01/12/2018,Gene expression of collagen type I alpha 2 and its relationship with dental fluorosis,COL0099704,Grupo de Investigación en Salud Pública Facultad de Odontología Universidad de Cartagena ¿GISPOUC¿,0001355859,2018
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0001296132-5,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,01/06/2014,The second generalized Hamming weight of certain Castle codes,COL0022816,MATEMÁTICA DISCRETA Y APLICACIONES: ERM (MATDIS),0001296132,2014
17.0,Convocatoria 693 de 2014,01/01/2014,ART-0000162191-42,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_C,Artículos de investigación Con Calidad C,01/01/2011,Metodología para la apropiación de tecnologías de saneamiento básico en comunidades indígenas,COL0011839,Ciencia e Ingeniería del agua y el ambiente,0000162191,2011
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0000554898-88,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_C,Artículos de investigación Con Calidad C,12/01/2010,Las políticas de preservación de documentos vitales en el Distrito Capital: análisis de la situación actual,COL0044027,"INFORMACIÓN, DESARROLLO Y SOCIEDAD",0000554898,2010
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000536598-168,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/01/2017,Estrategia Iberoamericana de Seguridad y Salud en el Trabajo: políticas públicas para un trabajo decente,COL0071857,OCUPACIÓN E INCLUSIÓN SOCIAL,0000536598,2017
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000296902-39,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,04/01/2015,Proposal for Interoperability Standards Applications in the Health Sector,COL0050374,Internet Inteligente,0000296902,2015
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0001418143-22,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,02/01/2015,Sistema traductor de la lengua de señas colombiana a texto basado en FPGA,COL0022449,Grupo de Investigación en Robótica y Automatización Industrial GIRA,0001418143,2015
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0001383009-34,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/01/2011,Las Academias de Historia como objeto de reflexión histórica en Colombia: Notas para un balance historiográfico,COL0025783,"POLÍTICAS, SOCIABILIDADES Y REPRESENTACIONES HISTÓRICO-EDUCATIVAS",0001383009,2011
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000504319-51,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/01/2016,Fertiriego con silicio en variedades de rosa sobre la severidad de mildeo polvoso (Sphaerotheca pannosa var. rosae),COL0152669,Innovación en Sistemas Agrícolas y Forestales,0000504319,2016
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0001555823-2,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,12/01/2014,GIS MODEL OF ANALYSIS TO PROMOTE TOURISM THROUGH A WEB APPLICATION,COL0032222,GIIRA,0001555823,2014
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000610755-66,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A2,Artículos de investigación Con Calidad A2,01/12/2018,Mediación de los Objetos Virtuales de Aprendizaje en el desarrollo de Competencias Matemáticas en estudiantes de ingeniería,COL0077064,Ingenieria del Software y Redes,0000610755,2018
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0000672580-5,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,04/01/2009,Esophageal capsule endoscopy following radiofrequency catheter ablation for atrial fibrillation: documented higher risk of luminal esophageal damage with general anesthesia as compared to conscious sedation,COL0008737,Grupo de Investigacion en Cardiologia,0000672580,2009
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0000005681-24711,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,07/01/2014,La fuerza del discurso epidíctico para motivar y tejer comunidad: el caso de profesores y estudiantes de primer semestre de la Universidad Distrital.,COL0013236,"Lenguaje, Cultura e Identidad",0000005681,2014
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000148199-76,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,06/01/2012,El bienestar de los jóvenes en las representaciones sociales de las personas mayores,COL0074518,Europsis,0000148199,2012
19.0,Convocatoria 781 de 2017,01/01/2017,ART-0000201707-106,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,12/01/2012,Determinación de variables de secado en lámina para la deshidratación de pulpa de maracuyá,COL0148175,Ingeniería de Biosistemas,0000201707,2012
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0001376078-97,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,01/03/2014,Functionality of chitin as a direct compression excipient: An acetaminophen comparative study,COL0003623,"Diseño y Formulación de Medicamentos, Cosméticos y Afines",0001376078,2014
17.0,Convocatoria 693 de 2014,01/01/2014,ART-0000030155-19850,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_C,Artículos de investigación Con Calidad C,03/01/2010,Lithium Treatment Effects on the Neuropsychological Functioning of Patients with Bipolar I Disorder,COL0029147,Grupo de Investigación en Psiquiatría GIPSI,0000030155,2010
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000314331-48,Nuevo conocimiento,Nuevo conocimiento Tipo B,Artículos de investigación,ART-ART_D,Artículos de investigación Con Calidad D,01/12/2017,Transcurrir,COL0107421,Cirugia general y especialidades,0000314331,2017
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0000446289-97,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,02/01/2014,Monitoring steel microbiologically induced corrosion using a new electrochemical cell,COL0052495,CIMBIOS (Ciencia de Materiales Biológicos y Semiconductores),0000446289,2014
20.0,Convocatoria 833 de 2018,06/12/2019,ART-0000607851-32,Nuevo conocimiento,Nuevo conocimiento Tipo A,Artículos de investigación,ART-ART_B,Artículos de investigación Con Calidad B,01/09/2014,Approaches and perspectives to toxicogenetics and toxicogenomics,COL0166235,TOXICOLOGIA ANALITICA,0000607851,2014
18.0,Convocatoria 737 de 2015,01/01/2015,ART-0001439300-6,Nuevo conocimiento,Nuevo conocimiento Top,Artículos de investigación,ART-ART_A1,Artículos de investigación Con Calidad A1,01/01/2009,A framework for modeling the dynamics of firt-order branches and its spatial distributions of knots in loblolly pine trees,COL0009153,Corporación Nacional de Investigación y Fomento Forestal - CONIF,0001439300,2009
